,date,dcoilwtico,7_avg_oil,30_avg_oil,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_14,lag_28,lag_60,lag_120,lag_180,lag_365
209,10/21/2013,99.28,101.2842857,103.8253333,100.87,100.72,102.34,101.15,102.46,102.17,103.08,102.09,107.65,104.61,95.8,97.01,
210,10/22/2013,97.63,100.6357143,103.497,99.28,100.87,100.72,102.34,101.15,102.46,102.17,104.15,108.72,103.14,95.28,97.48,
211,10/23/2013,96.9,99.84142857,103.1386667,97.63,99.28,100.87,100.72,102.34,101.15,102.46,103.29,108.31,105.1,96.24,97.03,
212,10/24/2013,96.65,99.19857143,102.7363333,96.9,97.63,99.28,100.87,100.72,102.34,101.15,103.83,106.54,107.93,96.09,97.3,
213,10/25/2013,97.4,98.49285714,102.3726667,96.65,96.9,97.63,99.28,100.87,100.72,102.34,103.07,105.36,106.94,95.81,95.95,
214,10/28/2013,98.74,98.21,102.1126667,97.4,96.65,96.9,97.63,99.28,100.87,100.72,103.54,108.23,106.61,94.76,95.95,
215,10/29/2013,98.29,97.84142857,101.877,98.74,97.4,96.65,96.9,97.63,99.28,100.87,101.63,106.26,105.32,93.96,96.69,
216,10/30/2013,96.81,97.48857143,101.4963333,98.29,98.74,97.4,96.65,96.9,97.63,99.28,103.08,104.7,104.41,93.95,94.92,
217,10/31/2013,96.29,97.29714286,101.164,96.81,98.29,98.74,97.4,96.65,96.9,97.63,102.17,103.62,103.45,94.85,92.79,
218,11/1/2013,94.56,96.96285714,100.826,96.29,96.81,98.29,98.74,97.4,96.65,96.9,102.46,103.22,106.04,95.72,93.12,
219,11/4/2013,94.58,96.66714286,100.5246667,94.56,96.29,96.81,98.29,98.74,97.4,96.65,101.15,102.68,106.19,96.29,92.74,
220,11/5/2013,93.4,96.09571429,100.1973333,94.58,94.56,96.29,96.81,98.29,98.74,97.4,102.34,103.1,106.78,95.55,92.63,
221,11/6/2013,94.74,95.52428571,99.93266667,93.4,94.58,94.56,96.29,96.81,98.29,98.74,100.72,102.86,106.89,93.98,92.84,
222,11/7/2013,94.25,94.94714286,99.63766667,94.74,93.4,94.58,94.56,96.29,96.81,98.29,100.87,102.36,107.43,94.12,92.03,
223,11/8/2013,94.56,94.62571429,99.361,94.25,94.74,93.4,94.58,94.56,96.29,96.81,99.28,102.09,107.58,93.84,90.71,
224,11/11/2013,95.13,94.46,99.12,94.56,94.25,94.74,93.4,94.58,94.56,96.29,97.63,104.15,107.14,93.84,90.13,
225,11/12/2013,93.12,94.25428571,98.821,95.13,94.56,94.25,94.74,93.4,94.58,94.56,96.9,103.29,104.9,94.65,90.88,
226,11/13/2013,93.91,94.15857143,98.47966667,93.12,95.13,94.56,94.25,94.74,93.4,94.58,96.65,103.83,103.93,93.13,90.47,
227,11/14/2013,93.76,94.21,98.162,93.91,93.12,95.13,94.56,94.25,94.74,93.4,97.4,103.07,104.93,93.57,91.53,
228,11/15/2013,93.8,94.07571429,97.82766667,93.76,93.91,93.12,95.13,94.56,94.25,94.74,98.74,103.54,106.48,91.93,92.01,
229,11/18/2013,93.03,93.90142857,97.493,93.8,93.76,93.91,93.12,95.13,94.56,94.25,98.29,101.63,105.88,93.41,92.07,
230,11/19/2013,93.35,93.72857143,97.15333333,93.03,93.8,93.76,93.91,93.12,95.13,94.56,96.81,103.08,109.11,93.36,92.44,
231,11/20/2013,93.34,93.47285714,96.877,93.35,93.03,93.8,93.76,93.91,93.12,95.13,96.29,102.17,110.17,93.66,92.47,
232,11/21/2013,95.35,93.79142857,96.61933333,93.34,93.35,93.03,93.8,93.76,93.91,93.12,94.56,102.46,108.51,94.71,93.03,
233,11/22/2013,94.53,93.88,96.36466667,95.35,93.34,93.35,93.03,93.8,93.76,93.91,94.58,101.15,107.98,96.11,93.49,
234,11/25/2013,93.86,93.89428571,96.078,94.53,95.35,93.34,93.35,93.03,93.8,93.76,93.4,102.34,107.98,95.82,93.71,
235,11/26/2013,93.41,93.83857143,95.82,93.86,94.53,95.35,93.34,93.35,93.03,93.8,94.74,100.72,108.67,95.5,92.44,
236,11/27/2013,92.05,93.69857143,95.477,93.41,93.86,94.53,95.35,93.34,93.35,93.03,94.25,100.87,107.29,95.98,93.21,
237,11/28/2013,92.05,93.51285714,95.188,92.05,93.41,93.86,94.53,95.35,93.34,93.35,94.56,99.28,108.5,96.66,92.46,
238,11/29/2013,92.55,93.4,94.91066667,92.05,92.05,93.41,93.86,94.53,95.35,93.34,95.13,97.63,110.62,97.83,93.41,
239,12/2/2013,93.61,93.15142857,94.72166667,92.55,92.05,92.05,93.41,93.86,94.53,95.35,93.12,96.9,109.62,97.86,94.55,
240,12/3/2013,95.83,93.33714286,94.66166667,93.61,92.55,92.05,92.05,93.41,93.86,94.53,93.91,96.65,107.48,98.46,95.99,
241,12/4/2013,96.97,93.78142857,94.664,95.83,93.61,92.55,92.05,92.05,93.41,93.86,93.76,97.4,107.65,98.24,96.53,
242,12/5/2013,97.14,94.31428571,94.68033333,96.97,95.83,93.61,92.55,92.05,92.05,93.41,93.8,98.74,108.72,94.89,97.24,
243,12/6/2013,97.48,95.09,94.683,97.14,96.97,95.83,93.61,92.55,92.05,92.05,93.03,98.29,108.31,93.81,97.24,
244,12/9/2013,97.1,95.81142857,94.62833333,97.48,97.14,96.97,95.83,93.61,92.55,92.05,93.35,96.81,106.54,95.07,97.1,
245,12/10/2013,98.32,96.63571429,94.62933333,97.1,97.48,97.14,96.97,95.83,93.61,92.55,93.34,96.29,105.36,95.25,97.23,
246,12/11/2013,97.25,97.15571429,94.644,98.32,97.1,97.48,97.14,96.97,95.83,93.61,95.35,94.56,108.23,95.47,95.02,
247,12/12/2013,97.21,97.35285714,94.67466667,97.25,98.32,97.1,97.48,97.14,96.97,95.83,94.53,94.58,106.26,97,93.26,
248,12/13/2013,96.27,97.25285714,94.73166667,97.21,97.25,98.32,97.1,97.48,97.14,96.97,93.86,93.4,104.7,96.36,92.76,
249,12/16/2013,97.18,97.25857143,94.81833333,96.27,97.21,97.25,98.32,97.1,97.48,97.14,93.41,94.74,103.62,97.94,93.36,
250,12/17/2013,96.99,97.18857143,94.938,97.18,96.27,97.21,97.25,98.32,97.1,97.48,92.05,94.25,103.22,99.65,94.18,
251,12/18/2013,97.59,97.25857143,95.033,96.99,97.18,96.27,97.21,97.25,98.32,97.1,92.05,94.56,102.68,101.92,94.59,
252,12/19/2013,98.4,97.27,95.17133333,97.59,96.99,97.18,96.27,97.21,97.25,98.32,92.55,95.13,103.1,101.92,93.44,
253,12/20/2013,99.11,97.53571429,95.323,98.4,97.59,96.99,97.18,96.27,97.21,97.25,93.61,93.12,102.86,103.09,91.23,
254,12/23/2013,98.62,97.73714286,95.43933333,99.11,98.4,97.59,96.99,97.18,96.27,97.21,95.83,93.91,102.36,103.03,88.75,
255,12/24/2013,98.87,98.10857143,95.631,98.62,99.11,98.4,97.59,96.99,97.18,96.27,96.97,93.76,102.09,103.46,88.73,
256,12/25/2013,98.87,98.35,95.79633333,98.87,98.62,99.11,98.4,97.59,96.99,97.18,97.14,93.8,104.15,106.41,86.65,
257,12/26/2013,99.18,98.66285714,95.977,98.87,98.87,98.62,99.11,98.4,97.59,96.99,97.48,93.03,103.29,104.77,87.83,
258,12/27/2013,99.94,98.99857143,96.18166667,99.18,98.87,98.87,98.62,99.11,98.4,97.59,97.1,93.35,103.83,105.85,88.04,
259,12/30/2013,98.9,99.07,96.37733333,99.94,99.18,98.87,98.87,98.62,99.11,98.4,98.32,93.34,103.07,106.2,88.81,
260,12/31/2013,98.17,98.93571429,96.538,98.9,99.94,99.18,98.87,98.87,98.62,99.11,97.25,95.35,103.54,105.88,89.21,
261,1/1/2014,98.17,98.87142857,96.699,98.17,98.9,99.94,99.18,98.87,98.87,98.62,97.21,94.53,101.63,106.39,91.07,
262,1/2/2014,95.14,98.33857143,96.692,98.17,98.17,98.9,99.94,99.18,98.87,98.87,96.27,93.86,103.08,107.94,93.27,
263,1/3/2014,93.66,97.59428571,96.663,95.14,98.17,98.17,98.9,99.94,99.18,98.87,97.18,93.41,102.17,108,92.63,
264,1/6/2014,93.12,96.72857143,96.63833333,93.66,95.14,98.17,98.17,98.9,99.94,99.18,96.99,92.05,102.46,106.61,94.09,
265,1/7/2014,93.31,95.78142857,96.635,93.12,93.66,95.14,98.17,98.17,98.9,99.94,97.59,92.05,101.15,107.13,93.22,
266,1/8/2014,91.9,94.78142857,96.63,93.31,93.12,93.66,95.14,98.17,98.17,98.9,98.4,92.55,102.34,105.41,90.74,
267,1/9/2014,91.36,93.80857143,96.607,91.9,93.31,93.12,93.66,95.14,98.17,98.17,99.11,93.61,100.72,105.47,93.7,
268,1/10/2014,92.39,92.98285714,96.60166667,91.36,91.9,93.31,93.12,93.66,95.14,98.17,98.62,95.83,100.87,104.76,95.25,
269,1/13/2014,91.45,92.45571429,96.52966667,92.39,91.36,91.9,93.31,93.12,93.66,95.14,98.87,96.97,99.28,104.61,95.8,
270,1/14/2014,92.15,92.24,96.407,91.45,92.39,91.36,91.9,93.31,93.12,93.66,98.87,97.14,97.63,103.14,95.28,
271,1/15/2014,93.78,92.33428571,96.30066667,92.15,91.45,92.39,91.36,91.9,93.31,93.12,99.18,97.48,96.9,105.1,96.24,
272,1/16/2014,93.54,92.36714286,96.18066667,93.78,92.15,91.45,92.39,91.36,91.9,93.31,99.94,97.1,96.65,107.93,96.09,
273,1/17/2014,93.96,92.66142857,96.06333333,93.54,93.78,92.15,91.45,92.39,91.36,91.9,98.9,98.32,97.4,106.94,95.81,
274,1/20/2014,93.96,93.03285714,95.95866667,93.96,93.54,93.78,92.15,91.45,92.39,91.36,98.17,97.25,98.74,106.61,94.76,
275,1/21/2014,94.51,93.33571429,95.83166667,93.96,93.96,93.54,93.78,92.15,91.45,92.39,98.17,97.21,98.29,105.32,93.96,
276,1/22/2014,96.35,94.03571429,95.80166667,94.51,93.96,93.96,93.54,93.78,92.15,91.45,95.14,96.27,96.81,104.41,93.95,
277,1/23/2014,97.23,94.76142857,95.80233333,96.35,94.51,93.96,93.96,93.54,93.78,92.15,93.66,97.18,96.29,103.45,94.85,
278,1/24/2014,96.66,95.17285714,95.81533333,97.23,96.35,94.51,93.96,93.96,93.54,93.78,93.12,96.99,94.56,106.04,95.72,
279,1/27/2014,95.82,95.49857143,95.77,96.66,97.23,96.35,94.51,93.96,93.96,93.54,93.31,97.59,94.58,106.19,96.29,
280,1/28/2014,97.49,96.00285714,95.78666667,95.82,96.66,97.23,96.35,94.51,93.96,93.96,91.9,98.4,93.4,106.78,95.55,
281,1/29/2014,97.34,96.48571429,95.77833333,97.49,95.82,96.66,97.23,96.35,94.51,93.96,91.36,99.11,94.74,106.89,93.98,
282,1/30/2014,98.25,97.02,95.77333333,97.34,97.49,95.82,96.66,97.23,96.35,94.51,92.39,98.62,94.25,107.43,94.12,
283,1/31/2014,97.55,97.19142857,95.72133333,98.25,97.34,97.49,95.82,96.66,97.23,96.35,91.45,98.87,94.56,107.58,93.84,
284,2/3/2014,96.44,97.07857143,95.64866667,97.55,98.25,97.34,97.49,95.82,96.66,97.23,92.15,98.87,95.13,107.14,93.84,
285,2/4/2014,97.24,97.16142857,95.59433333,96.44,97.55,98.25,97.34,97.49,95.82,96.66,93.78,99.18,93.12,104.9,94.65,
286,2/5/2014,97.4,97.38714286,95.54533333,97.24,96.44,97.55,98.25,97.34,97.49,95.82,93.54,99.94,93.91,103.93,93.13,
287,2/6/2014,97.84,97.43714286,95.50066667,97.4,97.24,96.44,97.55,98.25,97.34,97.49,93.96,98.9,93.76,104.93,93.57,
288,2/7/2014,99.98,97.81428571,95.502,97.84,97.4,97.24,96.44,97.55,98.25,97.34,93.96,98.17,93.8,106.48,91.93,
289,2/10/2014,100.12,98.08142857,95.54266667,99.98,97.84,97.4,97.24,96.44,97.55,98.25,94.51,98.17,93.03,105.88,93.41,
290,2/11/2014,99.96,98.42571429,95.60233333,100.12,99.98,97.84,97.4,97.24,96.44,97.55,96.35,95.14,93.35,109.11,93.36,
291,2/12/2014,100.38,98.98857143,95.676,99.96,100.12,99.98,97.84,97.4,97.24,96.44,97.23,93.66,93.34,110.17,93.66,
292,2/13/2014,100.27,99.42142857,95.847,100.38,99.96,100.12,99.98,97.84,97.4,97.24,96.66,93.12,95.35,108.51,94.71,
293,2/14/2014,100.31,99.83714286,96.06866667,100.27,100.38,99.96,100.12,99.98,97.84,97.4,95.82,93.31,94.53,107.98,96.11,
294,2/17/2014,100.31,100.19,96.30833333,100.31,100.27,100.38,99.96,100.12,99.98,97.84,97.49,91.9,93.86,107.98,95.82,
295,2/18/2014,102.54,100.5557143,96.616,100.31,100.31,100.27,100.38,99.96,100.12,99.98,97.34,91.36,93.41,108.67,95.5,
296,2/19/2014,103.46,101.0328571,97.00133333,102.54,100.31,100.31,100.27,100.38,99.96,100.12,98.25,92.39,92.05,107.29,95.98,
297,2/20/2014,103.2,101.4957143,97.396,103.46,102.54,100.31,100.31,100.27,100.38,99.96,97.55,91.45,92.05,108.5,96.66,
298,2/21/2014,102.53,101.8028571,97.734,103.2,103.46,102.54,100.31,100.31,100.27,100.38,96.44,92.15,92.55,110.62,97.83,
299,2/24/2014,103.17,102.2171429,98.12466667,102.53,103.2,103.46,102.54,100.31,100.31,100.27,97.24,93.78,93.61,109.62,97.86,
300,2/25/2014,102.2,102.4871429,98.45966667,103.17,102.53,103.2,103.46,102.54,100.31,100.31,97.4,93.54,95.83,107.48,98.46,
301,2/26/2014,102.93,102.8614286,98.76466667,102.2,103.17,102.53,103.2,103.46,102.54,100.31,97.84,93.96,96.97,107.65,98.24,
302,2/27/2014,102.68,102.8814286,99.06933333,102.93,102.2,103.17,102.53,103.2,103.46,102.54,99.98,93.96,97.14,108.72,94.89,
303,2/28/2014,102.88,102.7985714,99.36666667,102.68,102.93,102.2,103.17,102.53,103.2,103.46,100.12,94.51,97.48,108.31,93.81,
304,3/3/2014,105.34,103.1042857,99.746,102.88,102.68,102.93,102.2,103.17,102.53,103.2,99.96,96.35,97.1,106.54,95.07,
305,3/4/2014,103.64,103.2628571,100.0503333,105.34,102.88,102.68,102.93,102.2,103.17,102.53,100.38,97.23,98.32,105.36,95.25,
306,3/5/2014,101.75,103.06,100.2303333,103.64,105.34,102.88,102.68,102.93,102.2,103.17,100.27,96.66,97.25,108.23,95.47,
307,3/6/2014,101.82,103.0057143,100.3833333,101.75,103.64,105.34,102.88,102.68,102.93,102.2,100.31,95.82,97.21,106.26,97,
308,3/7/2014,102.82,102.99,100.5886667,101.82,101.75,103.64,105.34,102.88,102.68,102.93,100.31,97.49,96.27,104.7,96.36,
309,3/10/2014,101.39,102.8057143,100.7743333,102.82,101.82,101.75,103.64,105.34,102.88,102.68,102.54,97.34,97.18,103.62,97.94,
310,3/11/2014,100.29,102.4357143,100.8676667,101.39,102.82,101.82,101.75,103.64,105.34,102.88,103.46,98.25,96.99,103.22,99.65,
311,3/12/2014,98.29,101.4285714,100.8993333,100.29,101.39,102.82,101.82,101.75,103.64,105.34,103.2,97.55,97.59,102.68,101.92,
312,3/13/2014,98.57,100.7042857,100.91,98.29,100.29,101.39,102.82,101.82,101.75,103.64,102.53,96.44,98.4,103.1,101.92,
313,3/14/2014,99.23,100.3442857,100.966,98.57,98.29,100.29,101.39,102.82,101.82,101.75,103.17,97.24,99.11,102.86,103.09,
314,3/17/2014,98.43,99.86,101.0323333,99.23,98.57,98.29,100.29,101.39,102.82,101.82,102.2,97.4,98.62,102.36,103.03,
315,3/18/2014,100.08,99.46857143,101.127,98.43,99.23,98.57,98.29,100.29,101.39,102.82,102.93,97.84,98.87,102.09,103.46,
316,3/19/2014,100.71,99.37142857,101.2373333,100.08,98.43,99.23,98.57,98.29,100.29,101.39,102.68,99.98,98.87,104.15,106.41,
317,3/20/2014,99.68,99.28428571,101.2986667,100.71,100.08,98.43,99.23,98.57,98.29,100.29,102.88,100.12,99.18,103.29,104.77,
318,3/21/2014,99.97,99.52428571,101.2983333,99.68,100.71,100.08,98.43,99.23,98.57,98.29,105.34,99.96,99.94,103.83,105.85,
319,3/24/2014,100.05,99.73571429,101.296,99.97,99.68,100.71,100.08,98.43,99.23,98.57,103.64,100.38,98.9,103.07,106.2,
320,3/25/2014,99.66,99.79714286,101.286,100.05,99.97,99.68,100.71,100.08,98.43,99.23,101.75,100.27,98.17,103.54,105.88,
321,3/26/2014,100.61,100.1085714,101.2936667,99.66,100.05,99.97,99.68,100.71,100.08,98.43,101.82,100.31,98.17,101.63,106.39,
322,3/27/2014,101.25,100.2757143,101.3263333,100.61,99.66,100.05,99.97,99.68,100.71,100.08,102.82,100.31,95.14,103.08,107.94,
323,3/28/2014,101.73,100.4214286,101.3736667,101.25,100.61,99.66,100.05,99.97,99.68,100.71,101.39,102.54,93.66,102.17,108,
324,3/31/2014,101.57,100.6914286,101.4156667,101.73,101.25,100.61,99.66,100.05,99.97,99.68,100.29,103.46,93.12,102.46,106.61,
325,4/1/2014,99.69,100.6514286,101.3206667,101.57,101.73,101.25,100.61,99.66,100.05,99.97,98.29,103.2,93.31,101.15,107.13,
326,4/2/2014,99.6,100.5871429,101.192,99.69,101.57,101.73,101.25,100.61,99.66,100.05,98.57,102.53,91.9,102.34,105.41,
327,4/3/2014,100.29,100.6771429,101.095,99.6,99.69,101.57,101.73,101.25,100.61,99.66,99.23,103.17,91.36,100.72,105.47,
328,4/4/2014,101.16,100.7557143,101.0493333,100.29,99.6,99.69,101.57,101.73,101.25,100.61,98.43,102.2,92.39,100.87,104.76,
329,4/7/2014,100.43,100.6385714,100.958,101.16,100.29,99.6,99.69,101.57,101.73,101.25,100.08,102.93,91.45,99.28,104.61,
330,4/8/2014,102.57,100.7585714,100.9703333,100.43,101.16,100.29,99.6,99.69,101.57,101.73,100.71,102.68,92.15,97.63,103.14,
331,4/9/2014,103.55,101.0414286,100.991,102.57,100.43,101.16,100.29,99.6,99.69,101.57,99.68,102.88,93.78,96.9,105.1,
332,4/10/2014,103.37,101.5671429,101.014,103.55,102.57,100.43,101.16,100.29,99.6,99.69,99.97,105.34,93.54,96.65,107.93,
333,4/11/2014,103.68,102.15,101.0406667,103.37,103.55,102.57,100.43,101.16,100.29,99.6,100.05,103.64,93.96,97.4,106.94,
334,4/14/2014,104.05,102.6871429,100.9976667,103.68,103.37,103.55,102.57,100.43,101.16,100.29,99.66,101.75,93.96,98.74,106.61,
335,4/15/2014,103.7,103.05,100.9996667,104.05,103.68,103.37,103.55,102.57,100.43,101.16,100.61,101.82,94.51,98.29,105.32,
336,4/16/2014,103.71,103.5185714,101.065,103.7,104.05,103.68,103.37,103.55,102.57,100.43,101.25,102.82,96.35,96.81,104.41,
337,4/17/2014,104.33,103.77,101.1486667,103.71,103.7,104.05,103.68,103.37,103.55,102.57,101.73,101.39,97.23,96.29,103.45,
338,4/18/2014,104.33,103.8814286,101.199,104.33,103.71,103.7,104.05,103.68,103.37,103.55,101.57,100.29,96.66,94.56,106.04,
339,4/21/2014,104.35,104.0214286,101.2976667,104.33,104.33,103.71,103.7,104.05,103.68,103.37,99.69,98.29,95.82,94.58,106.19,
340,4/22/2014,101.69,103.7371429,101.3443333,104.35,104.33,104.33,103.71,103.7,104.05,103.68,99.6,98.57,97.49,93.4,106.78,
341,4/23/2014,101.47,103.3685714,101.4503333,101.69,104.35,104.33,104.33,103.71,103.7,104.05,100.29,99.23,97.34,94.74,106.89,
342,4/24/2014,102.2,103.1542857,101.5713333,101.47,101.69,104.35,104.33,104.33,103.71,103.7,101.16,98.43,98.25,94.25,107.43,
343,4/25/2014,100.85,102.7457143,101.6253333,102.2,101.47,101.69,104.35,104.33,104.33,103.71,100.43,100.08,97.55,94.56,107.58,
344,4/28/2014,101.13,102.2885714,101.7153333,100.85,102.2,101.47,101.69,104.35,104.33,104.33,102.57,100.71,96.44,95.13,107.14,
345,4/29/2014,101.56,101.8928571,101.7646667,101.13,100.85,102.2,101.47,101.69,104.35,104.33,103.55,99.68,97.24,93.12,104.9,
346,4/30/2014,100.07,101.2814286,101.7433333,101.56,101.13,100.85,102.2,101.47,101.69,104.35,103.37,99.97,97.4,93.91,103.93,
347,5/1/2014,99.69,100.9957143,101.7436667,100.07,101.56,101.13,100.85,102.2,101.47,101.69,103.68,100.05,97.84,93.76,104.93,
348,5/2/2014,100.09,100.7985714,101.7476667,99.69,100.07,101.56,101.13,100.85,102.2,101.47,104.05,99.66,99.98,93.8,106.48,
349,5/5/2014,99.74,100.4471429,101.7373333,100.09,99.69,100.07,101.56,101.13,100.85,102.2,103.7,100.61,100.12,93.03,105.88,
350,5/6/2014,99.81,100.2985714,101.7423333,99.74,100.09,99.69,100.07,101.56,101.13,100.85,103.71,101.25,99.96,93.35,109.11,
351,5/7/2014,101.06,100.2885714,101.7573333,99.81,99.74,100.09,99.69,100.07,101.56,101.13,104.33,101.73,100.38,93.34,110.17,
352,5/8/2014,100.52,100.14,101.733,101.06,99.81,99.74,100.09,99.69,100.07,101.56,104.33,101.57,100.27,95.35,108.51,
353,5/9/2014,100.32,100.1757143,101.686,100.52,101.06,99.81,99.74,100.09,99.69,100.07,104.35,99.69,100.31,94.53,107.98,
354,5/12/2014,100.89,100.3471429,101.6633333,100.32,100.52,101.06,99.81,99.74,100.09,99.69,101.69,99.6,100.31,93.86,107.98,
355,5/13/2014,102.01,100.6214286,101.7406667,100.89,100.32,100.52,101.06,99.81,99.74,100.09,101.47,100.29,102.54,93.41,108.67,
356,5/14/2014,102.63,101.0342857,101.8416667,102.01,100.89,100.32,100.52,101.06,99.81,99.74,102.2,101.16,103.46,92.05,107.29,
357,5/15/2014,101.74,101.31,101.89,102.63,102.01,100.89,100.32,100.52,101.06,99.81,100.85,100.43,103.2,92.05,108.5,
358,5/16/2014,102.31,101.4885714,101.9283333,101.74,102.63,102.01,100.89,100.32,100.52,101.06,101.13,102.57,102.53,92.55,110.62,
359,5/19/2014,102.95,101.8357143,102.0123333,102.31,101.74,102.63,102.01,100.89,100.32,100.52,101.56,103.55,103.17,93.61,109.62,
360,5/20/2014,102.8,102.19,102.02,102.95,102.31,101.74,102.63,102.01,100.89,100.32,100.07,103.37,102.2,95.83,107.48,
361,5/21/2014,104.31,102.6785714,102.0453333,102.8,102.95,102.31,101.74,102.63,102.01,100.89,99.69,103.68,102.93,96.97,107.65,
362,5/22/2014,104.03,102.9671429,102.0673333,104.31,102.8,102.95,102.31,101.74,102.63,102.01,100.09,104.05,102.68,97.14,108.72,
363,5/23/2014,105.01,103.3071429,102.1116667,104.03,104.31,102.8,102.95,102.31,101.74,102.63,99.74,103.7,102.88,97.48,108.31,
364,5/26/2014,105.01,103.7742857,102.1436667,105.01,104.03,104.31,102.8,102.95,102.31,101.74,99.81,103.71,105.34,97.1,106.54,
365,5/27/2014,104.78,104.1271429,102.1796667,105.01,105.01,104.03,104.31,102.8,102.95,102.31,101.06,104.33,103.64,98.32,105.36,93.14
366,5/28/2014,103.37,104.1871429,102.1683333,104.78,105.01,105.01,104.03,104.31,102.8,102.95,100.52,104.33,101.75,97.25,108.23,93.14
367,5/29/2014,104.26,104.3957143,102.166,103.37,104.78,105.01,105.01,104.03,104.31,102.8,100.32,104.35,101.82,97.21,106.26,92.97
368,5/30/2014,103.4,104.2657143,102.135,104.26,103.37,104.78,105.01,105.01,104.03,104.31,100.89,101.69,102.82,96.27,104.7,93.12
369,6/2/2014,103.07,104.1285714,102.0923333,103.4,104.26,103.37,104.78,105.01,105.01,104.03,102.01,101.47,101.39,97.18,103.62,93.2
370,6/3/2014,103.34,103.89,102.1473333,103.07,103.4,104.26,103.37,104.78,105.01,105.01,102.63,102.2,100.29,96.99,103.22,93.21
371,6/4/2014,103.27,103.6414286,102.2073333,103.34,103.07,103.4,104.26,103.37,104.78,105.01,101.74,100.85,98.29,97.59,102.68,93.08
372,6/5/2014,103.17,103.4114286,102.2396667,103.27,103.34,103.07,103.4,104.26,103.37,104.78,102.31,101.13,98.57,98.4,103.1,93.81
373,6/6/2014,103.32,103.4042857,102.322,103.17,103.27,103.34,103.07,103.4,104.26,103.37,102.95,101.56,99.23,99.11,102.86,93.6
374,6/9/2014,105.09,103.5228571,102.454,103.32,103.17,103.27,103.34,103.07,103.4,104.26,102.8,100.07,98.43,98.62,102.36,94.27
375,6/10/2014,105.02,103.7542857,102.5693333,105.09,103.32,103.17,103.27,103.34,103.07,103.4,104.31,99.69,100.08,98.87,102.09,93.26
376,6/11/2014,105.04,104.0357143,102.735,105.02,105.09,103.32,103.17,103.27,103.34,103.07,104.03,100.09,100.71,98.87,104.15,94.28
377,6/12/2014,107.2,104.5871429,102.9853333,105.04,105.02,105.09,103.32,103.17,103.27,103.34,105.01,99.74,99.68,99.18,103.29,95.49
378,6/13/2014,107.49,105.19,103.232,107.2,105.04,105.02,105.09,103.32,103.17,103.27,105.01,99.81,99.97,99.94,103.83,95.61
379,6/16/2014,107.52,105.8114286,103.4913333,107.49,107.2,105.04,105.02,105.09,103.32,103.17,104.78,101.06,100.05,98.9,103.07,95.61
380,6/17/2014,106.95,106.33,103.7293333,107.52,107.49,107.2,105.04,105.02,105.09,103.32,103.37,100.52,99.66,98.17,103.54,96.09
381,6/18/2014,106.64,106.5514286,103.9153333,106.95,107.52,107.49,107.2,105.04,105.02,105.09,104.26,100.32,100.61,98.17,101.63,95.06
382,6/19/2014,107.08,106.8457143,104.134,106.64,106.95,107.52,107.49,107.2,105.04,105.02,103.4,100.89,101.25,95.14,103.08,95.35
383,6/20/2014,107.95,107.2614286,104.3883333,107.08,106.64,106.95,107.52,107.49,107.2,105.04,103.07,102.01,101.73,93.66,102.17,95.15
384,6/23/2014,106.83,107.2085714,104.5863333,107.95,107.08,106.64,106.95,107.52,107.49,107.2,103.34,102.63,101.57,93.12,102.46,95.95
385,6/24/2014,106.64,107.0871429,104.7406667,106.83,107.95,107.08,106.64,106.95,107.52,107.49,103.27,101.74,99.69,93.31,101.15,97.62
386,6/25/2014,107.04,107.0185714,104.8876667,106.64,106.83,107.95,107.08,106.64,106.95,107.52,103.17,102.31,99.6,91.9,102.34,97.98
387,6/26/2014,106.49,106.9528571,105.046,107.04,106.64,106.83,107.95,107.08,106.64,106.95,103.32,102.95,100.29,91.36,100.72,97.65
388,6/27/2014,106.46,106.9271429,105.1843333,106.49,107.04,106.64,106.83,107.95,107.08,106.64,105.09,102.8,101.16,92.39,100.87,97.46
389,6/30/2014,106.07,106.7828571,105.2883333,106.46,106.49,107.04,106.64,106.83,107.95,107.08,105.02,104.31,100.43,91.45,99.28,96.21
390,7/1/2014,106.06,106.5128571,105.397,106.07,106.46,106.49,107.04,106.64,106.83,107.95,105.04,104.03,102.57,92.15,97.63,96.68
391,7/2/2014,105.18,106.2771429,105.426,106.06,106.07,106.46,106.49,107.04,106.64,106.83,107.2,105.01,103.55,93.78,96.9,96.44
392,7/3/2014,104.76,106.0085714,105.4503333,105.18,106.06,106.07,106.46,106.49,107.04,106.64,107.49,105.01,103.37,93.54,96.65,95.84
393,7/4/2014,104.76,105.6828571,105.442,104.76,105.18,106.06,106.07,106.46,106.49,107.04,107.52,104.78,103.68,93.96,97.4,95.71
394,7/7/2014,104.19,105.3542857,105.4146667,104.76,104.76,105.18,106.06,106.07,106.46,106.49,106.95,103.37,104.05,93.96,98.74,97.01
395,7/8/2014,104.06,105.0114286,105.3906667,104.19,104.76,104.76,105.18,106.06,106.07,106.46,106.64,104.26,103.7,94.51,98.29,97.48
396,7/9/2014,102.93,104.5628571,105.376,104.06,104.19,104.76,104.76,105.18,106.06,106.07,107.08,103.4,103.71,96.35,96.81,97.03
397,7/10/2014,103.61,104.2128571,105.3543333,102.93,104.06,104.19,104.76,104.76,105.18,106.06,107.95,103.07,104.33,97.23,96.29,97.3
