,date,dcoilwtico
1069,2017-02-06,53.01
1070,2017-02-07,52.19
1071,2017-02-08,52.37
1072,2017-02-09,52.99
1073,2017-02-10,53.84
1074,2017-02-13,52.96
1075,2017-02-14,53.21
1076,2017-02-15,53.11
1077,2017-02-16,53.41
1078,2017-02-17,53.41
1079,2017-02-20,53.41
1080,2017-02-21,54.02
1081,2017-02-22,53.61
1082,2017-02-23,54.48
1083,2017-02-24,53.99
1084,2017-02-27,54.04
1085,2017-02-28,54.0
1086,2017-03-01,53.82
1087,2017-03-02,52.63
1088,2017-03-03,53.33
1089,2017-03-06,53.19
1090,2017-03-07,52.68
1091,2017-03-08,49.83
1092,2017-03-09,48.75
1093,2017-03-10,48.05
1094,2017-03-13,47.95
1095,2017-03-14,47.24
1096,2017-03-15,48.34
1097,2017-03-16,48.3
1098,2017-03-17,48.34
1099,2017-03-20,47.79
1100,2017-03-21,47.02
1101,2017-03-22,47.29
1102,2017-03-23,47.0
1103,2017-03-24,47.3
1104,2017-03-27,47.02
1105,2017-03-28,48.36
1106,2017-03-29,49.47
1107,2017-03-30,50.3
1108,2017-03-31,50.54
1109,2017-04-03,50.25
1110,2017-04-04,50.99
1111,2017-04-05,51.14
1112,2017-04-06,51.69
1113,2017-04-07,52.25
1114,2017-04-10,53.06
1115,2017-04-11,53.38
1116,2017-04-12,53.12
1117,2017-04-13,53.19
1118,2017-04-14,53.19
1119,2017-04-17,52.62
1120,2017-04-18,52.46
1121,2017-04-19,50.49
1122,2017-04-20,50.26
1123,2017-04-21,49.64
1124,2017-04-24,48.9
1125,2017-04-25,49.22
1126,2017-04-26,49.22
1127,2017-04-27,48.96
1128,2017-04-28,49.31
1129,2017-05-01,48.83
1130,2017-05-02,47.65
1131,2017-05-03,47.79
1132,2017-05-04,45.55
1133,2017-05-05,46.23
1134,2017-05-08,46.46
1135,2017-05-09,45.84
1136,2017-05-10,47.28
1137,2017-05-11,47.81
1138,2017-05-12,47.83
1139,2017-05-15,48.86
1140,2017-05-16,48.64
1141,2017-05-17,49.04
1142,2017-05-18,49.36
1143,2017-05-19,50.32
1144,2017-05-22,50.81
1145,2017-05-23,51.12
1146,2017-05-24,50.99
1147,2017-05-25,48.57
1148,2017-05-26,49.58
1149,2017-05-29,49.58
1150,2017-05-30,49.63
1151,2017-05-31,48.29
1152,2017-06-01,48.32
1153,2017-06-02,47.68
1154,2017-06-05,47.4
1155,2017-06-06,48.13
1156,2017-06-07,45.8
1157,2017-06-08,45.68
1158,2017-06-09,45.82
1159,2017-06-12,46.1
1160,2017-06-13,46.41
1161,2017-06-14,44.79
1162,2017-06-15,44.47
1163,2017-06-16,44.73
1164,2017-06-19,44.24
1165,2017-06-20,43.34
1166,2017-06-21,42.48
1167,2017-06-22,42.53
1168,2017-06-23,42.86
1169,2017-06-26,43.24
1170,2017-06-27,44.25
1171,2017-06-28,44.74
1172,2017-06-29,44.88
1173,2017-06-30,46.02
1174,2017-07-03,46.02
1175,2017-07-04,46.02
1176,2017-07-05,45.11
1177,2017-07-06,45.52
1178,2017-07-07,44.25
1179,2017-07-10,44.4
1180,2017-07-11,45.06
1181,2017-07-12,45.48
1182,2017-07-13,46.06
1183,2017-07-14,46.53
1184,2017-07-17,46.02
1185,2017-07-18,46.4
1186,2017-07-19,47.1
1187,2017-07-20,46.73
1188,2017-07-21,45.78
1189,2017-07-24,46.21
1190,2017-07-25,47.77
1191,2017-07-26,48.58
1192,2017-07-27,49.05
1193,2017-07-28,49.72
1194,2017-07-31,50.21
1195,2017-08-01,49.19
1196,2017-08-02,49.6
1197,2017-08-03,49.03
1198,2017-08-04,49.57
1199,2017-08-07,49.37
1200,2017-08-08,49.07
1201,2017-08-09,49.59
1202,2017-08-10,48.54
1203,2017-08-11,48.81
1204,2017-08-14,47.59
1205,2017-08-15,47.57
1206,2017-08-16,46.8
1207,2017-08-17,47.07
1208,2017-08-18,48.59
1209,2017-08-21,47.39
1210,2017-08-22,47.65
1211,2017-08-23,48.45
1212,2017-08-24,47.24
1213,2017-08-25,47.65
1214,2017-08-28,46.4
1215,2017-08-29,46.46
1216,2017-08-30,45.96
1217,2017-08-31,47.26
